dataset,domain,image,img_w,img_h,x,y,w,h,cls,area_px,rel_area_pct,rel_w,rel_h,aspect_w_over_h,degenerate,out_of_frame
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003212.160034_rgb.jpg,6576,4384,4840.0,675.0,59.0,59.0,1,3481.0,0.01207,0.00897,0.01346,1.0,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003244.409876_rgb.jpg,6576,4384,1853.0,3095.0,59.0,34.0,1,2006.0,0.00696,0.00897,0.00776,1.7353,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003401.659580_rgb.jpg,6576,4384,805.0,1260.0,79.0,43.0,1,3397.0,0.01178,0.01201,0.00981,1.8372,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003517.409398_rgb.jpg,6576,4384,675.0,725.0,65.0,52.0,1,3380.0,0.01172,0.00988,0.01186,1.25,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003558.409223_rgb.jpg,6576,4384,645.0,3335.0,40.0,56.0,1,2240.0,0.00777,0.00608,0.01277,0.7143,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003558.409223_rgb.jpg,6576,4384,630.0,3325.0,25.0,38.0,1,950.0,0.0033,0.0038,0.00867,0.6579,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003601.409222_rgb.jpg,6576,4384,5926.0,1230.0,32.0,54.0,1,1728.0,0.00599,0.00487,0.01232,0.5926,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003601.409222_rgb.jpg,6576,4384,5999.0,1214.0,56.0,42.0,1,2352.0,0.00816,0.00852,0.00958,1.3333,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003601.409222_rgb.jpg,6576,4384,6028.0,1201.0,37.0,35.0,1,1295.0,0.00449,0.00563,0.00798,1.0571,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003601.409222_rgb.jpg,6576,4384,5959.0,1182.0,44.0,27.0,1,1188.0,0.00412,0.00669,0.00616,1.6296,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003618.909108_rgb.jpg,6576,4384,0.0,2122.0,56.0,46.0,1,2576.0,0.00894,0.00852,0.01049,1.2174,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003658.908987_rgb.jpg,6576,4384,3226.0,2697.0,35.0,49.0,1,1715.0,0.00595,0.00532,0.01118,0.7143,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_003942.408325_rgb.jpg,6576,4384,3251.0,1140.0,37.0,81.0,1,2997.0,0.0104,0.00563,0.01848,0.4568,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004006.408226_rgb.jpg,6576,4384,1539.0,3344.0,55.0,50.0,1,2750.0,0.00954,0.00836,0.01141,1.1,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004006.408226_rgb.jpg,6576,4384,2404.0,108.0,68.0,56.0,1,3808.0,0.01321,0.01034,0.01277,1.2143,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004006.408226_rgb.jpg,6576,4384,5733.0,1935.0,32.0,60.0,1,1920.0,0.00666,0.00487,0.01369,0.5333,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004006.408226_rgb.jpg,6576,4384,6172.0,1185.0,84.0,41.0,1,3444.0,0.01195,0.01277,0.00935,2.0488,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004006.408226_rgb.jpg,6576,4384,6197.0,1095.0,60.0,68.0,1,4080.0,0.01415,0.00912,0.01551,0.8824,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004007.408229_rgb.jpg,6576,4384,1922.0,3759.0,68.0,57.0,1,3876.0,0.01344,0.01034,0.013,1.193,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004007.408229_rgb.jpg,6576,4384,3837.0,3351.0,45.0,54.0,1,2430.0,0.00843,0.00684,0.01232,0.8333,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004028.908177_rgb.jpg,6576,4384,4012.0,3606.0,62.0,35.0,1,2170.0,0.00753,0.00943,0.00798,1.7714,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004045.908064_rgb.jpg,6576,4384,6187.0,2428.0,35.0,60.0,1,2100.0,0.00728,0.00532,0.01369,0.5833,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004045.908064_rgb.jpg,6576,4384,6304.0,3828.0,64.0,65.0,1,4160.0,0.01443,0.00973,0.01483,0.9846,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004045.908064_rgb.jpg,6576,4384,6220.0,2584.0,74.0,39.0,1,2886.0,0.01001,0.01125,0.0089,1.8974,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004115.407952_rgb.jpg,6576,4384,5728.0,1072.0,44.0,73.0,1,3212.0,0.01114,0.00669,0.01665,0.6027,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004121.407924_rgb.jpg,6576,4384,1547.0,216.0,87.0,37.0,1,3219.0,0.01117,0.01323,0.00844,2.3514,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004121.407924_rgb.jpg,6576,4384,1604.0,86.0,45.0,55.0,1,2475.0,0.00859,0.00684,0.01255,0.8182,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004121.407924_rgb.jpg,6576,4384,1617.0,2102.0,34.0,61.0,1,2074.0,0.00719,0.00517,0.01391,0.5574,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004121.407924_rgb.jpg,6576,4384,5227.0,323.0,54.0,38.0,1,2052.0,0.00712,0.00821,0.00867,1.4211,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004121.407924_rgb.jpg,6576,4384,6066.0,3431.0,85.0,36.0,1,3060.0,0.01061,0.01293,0.00821,2.3611,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004132.407896_rgb.jpg,6576,4384,3033.0,3059.0,59.0,67.0,1,3953.0,0.01371,0.00897,0.01528,0.8806,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,115.0,138.0,63.0,50.0,1,3150.0,0.01093,0.00958,0.01141,1.26,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,1202.0,541.0,79.0,58.0,1,4582.0,0.01589,0.01201,0.01323,1.3621,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,1470.0,1014.0,57.0,48.0,1,2736.0,0.00949,0.00867,0.01095,1.1875,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,1426.0,1985.0,66.0,41.0,1,2706.0,0.00939,0.01004,0.00935,1.6098,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,1424.0,4168.0,59.0,49.0,1,2891.0,0.01003,0.00897,0.01118,1.2041,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,2516.0,1334.0,59.0,79.0,1,4661.0,0.01617,0.00897,0.01802,0.7468,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,2710.0,3151.0,57.0,62.0,1,3534.0,0.01226,0.00867,0.01414,0.9194,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,3594.0,394.0,37.0,67.0,1,2479.0,0.0086,0.00563,0.01528,0.5522,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,3462.0,875.0,65.0,40.0,1,2600.0,0.00902,0.00988,0.00912,1.625,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,3825.0,3873.0,77.0,56.0,1,4312.0,0.01496,0.01171,0.01277,1.375,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004141.907846_rgb.jpg,6576,4384,5567.0,288.0,36.0,59.0,1,2124.0,0.00737,0.00547,0.01346,0.6102,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004143.408011_rgb.jpg,6576,4384,770.0,4170.0,53.0,63.0,1,3339.0,0.01158,0.00806,0.01437,0.8413,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004143.408011_rgb.jpg,6576,4384,1374.0,727.0,77.0,39.0,1,3003.0,0.01042,0.01171,0.0089,1.9744,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004143.408011_rgb.jpg,6576,4384,1968.0,3611.0,86.0,34.0,1,2924.0,0.01014,0.01308,0.00776,2.5294,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004143.408011_rgb.jpg,6576,4384,3120.0,2581.0,45.0,60.0,1,2700.0,0.00937,0.00684,0.01369,0.75,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004218.907693_rgb.jpg,6576,4384,33.0,3567.0,64.0,61.0,1,3904.0,0.01354,0.00973,0.01391,1.0492,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004218.907693_rgb.jpg,6576,4384,1384.0,2490.0,71.0,50.0,1,3550.0,0.01231,0.0108,0.01141,1.42,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004224.907682_rgb.jpg,6576,4384,47.0,3215.0,51.0,72.0,1,3672.0,0.01274,0.00776,0.01642,0.7083,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004259.907655_rgb.jpg,6576,4384,5182.0,2258.0,33.0,70.0,1,2310.0,0.00801,0.00502,0.01597,0.4714,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004259.907655_rgb.jpg,6576,4384,5181.0,2391.0,47.0,71.0,1,3337.0,0.01158,0.00715,0.0162,0.662,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,4330.0,683.0,54.0,37.0,1,1998.0,0.00693,0.00821,0.00844,1.4595,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,4344.0,617.0,35.0,56.0,1,1960.0,0.0068,0.00532,0.01277,0.625,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5664.0,1669.0,61.0,48.0,1,2928.0,0.01016,0.00928,0.01095,1.2708,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5586.0,1731.0,49.0,51.0,1,2499.0,0.00867,0.00745,0.01163,0.9608,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5486.0,1687.0,40.0,69.0,1,2760.0,0.00957,0.00608,0.01574,0.5797,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5598.0,1641.0,60.0,47.0,1,2820.0,0.00978,0.00912,0.01072,1.2766,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5552.0,3053.0,49.0,45.0,1,2205.0,0.00765,0.00745,0.01026,1.0889,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5477.0,3200.0,58.0,37.0,1,2146.0,0.00744,0.00882,0.00844,1.5676,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,4316.0,595.0,27.0,52.0,1,1404.0,0.00487,0.00411,0.01186,0.5192,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,4271.0,616.0,36.0,53.0,1,1908.0,0.00662,0.00547,0.01209,0.6792,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5560.0,1705.0,40.0,53.0,1,2120.0,0.00735,0.00608,0.01209,0.7547,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5552.0,1637.0,40.0,53.0,1,2120.0,0.00735,0.00608,0.01209,0.7547,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5623.0,1696.0,35.0,39.0,1,1365.0,0.00473,0.00532,0.0089,0.8974,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5600.0,1598.0,55.0,42.0,1,2310.0,0.00801,0.00836,0.00958,1.3095,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004343.907514_rgb.jpg,6576,4384,5537.0,3115.0,49.0,45.0,1,2205.0,0.00765,0.00745,0.01026,1.0889,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004351.907335_rgb.jpg,6576,4384,2220.0,2667.0,46.0,46.0,1,2116.0,0.00734,0.007,0.01049,1.0,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004351.907335_rgb.jpg,6576,4384,2147.0,2620.0,36.0,69.0,1,2484.0,0.00862,0.00547,0.01574,0.5217,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004351.907335_rgb.jpg,6576,4384,2189.0,2635.0,45.0,49.0,1,2205.0,0.00765,0.00684,0.01118,0.9184,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_004429.407181_rgb.jpg,6576,4384,3161.0,2100.0,41.0,53.0,1,2173.0,0.00754,0.00623,0.01209,0.7736,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_005920.109191_rgb.jpg,6576,4384,1628.0,2180.0,51.0,44.0,1,2244.0,0.00778,0.00776,0.01004,1.1591,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_005920.109191_rgb.jpg,6576,4384,1664.0,2145.0,41.0,67.0,1,2747.0,0.00953,0.00623,0.01528,0.6119,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_005920.109191_rgb.jpg,6576,4384,1648.0,2199.0,42.0,47.0,1,1974.0,0.00685,0.00639,0.01072,0.8936,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_005958.696768_rgb.jpg,6576,4384,551.0,194.0,63.0,77.0,1,4851.0,0.01683,0.00958,0.01756,0.8182,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,2310.0,2431.0,60.0,36.0,1,2160.0,0.00749,0.00912,0.00821,1.6667,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,3419.0,6.0,82.0,36.0,1,2952.0,0.01024,0.01247,0.00821,2.2778,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,4247.0,71.0,73.0,43.0,1,3139.0,0.01089,0.0111,0.00981,1.6977,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,5084.0,1677.0,74.0,47.0,1,3478.0,0.01206,0.01125,0.01072,1.5745,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,5270.0,2889.0,78.0,42.0,1,3276.0,0.01136,0.01186,0.00958,1.8571,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,6185.0,3388.0,83.0,47.0,1,3901.0,0.01353,0.01262,0.01072,1.766,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,6213.0,3313.0,57.0,55.0,1,3135.0,0.01087,0.00867,0.01255,1.0364,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010006.608664_rgb.jpg,6576,4384,6068.0,3425.0,51.0,70.0,1,3570.0,0.01238,0.00776,0.01597,0.7286,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,1537.0,3158.0,67.0,68.0,1,4556.0,0.0158,0.01019,0.01551,0.9853,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,1685.0,3576.0,63.0,52.0,1,3276.0,0.01136,0.00958,0.01186,1.2115,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,1615.0,3684.0,47.0,76.0,1,3572.0,0.01239,0.00715,0.01734,0.6184,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,4835.0,1192.0,84.0,36.0,1,3024.0,0.01049,0.01277,0.00821,2.3333,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,5522.0,3517.0,56.0,72.0,1,4032.0,0.01399,0.00852,0.01642,0.7778,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,5415.0,3979.0,52.0,33.0,1,1716.0,0.00595,0.00791,0.00753,1.5758,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010010.508482_rgb.jpg,6576,4384,6322.0,1116.0,79.0,36.0,1,2844.0,0.00987,0.01201,0.00821,2.1944,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010011.295629_rgb.jpg,6576,4384,1682.0,1284.0,30.0,74.0,1,2220.0,0.0077,0.00456,0.01688,0.4054,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010011.295629_rgb.jpg,6576,4384,1889.0,1908.0,91.0,37.0,1,3367.0,0.01168,0.01384,0.00844,2.4595,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010011.295629_rgb.jpg,6576,4384,1895.0,2096.0,47.0,72.0,1,3384.0,0.01174,0.00715,0.01642,0.6528,0,0
noaa_arctic_seals_sample,aerien,Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_010011.295629_rgb.jpg,6576,4384,2097.0,3201.0,85.0,62.0,1,5270.0,0.01828,0.01293,0.01414,1.371,0,0
