dataset,domain,image,img_w,img_h,x,y,w,h,cls,area_px,rel_area_pct,rel_w,rel_h,aspect_w_over_h,degenerate,out_of_frame
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001901.663301_rgb.jpg,6576,4384,2371.0,3246.0,41.0,44.0,1,1804.0,0.00626,0.00623,0.01004,0.9318,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001901.663301_rgb.jpg,6576,4384,3869.0,1591.0,39.0,18.0,1,702.0,0.00244,0.00593,0.00411,2.1667,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001901.663301_rgb.jpg,6576,4384,3868.0,1567.0,33.0,31.0,1,1023.0,0.00355,0.00502,0.00707,1.0645,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001905.413279_rgb.jpg,6576,4384,6288.0,60.0,28.0,45.0,1,1260.0,0.00437,0.00426,0.01026,0.6222,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001906.163283_rgb.jpg,6576,4384,6249.0,2765.0,34.0,45.0,1,1530.0,0.00531,0.00517,0.01026,0.7556,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001910.663404_rgb.jpg,6576,4384,3513.0,193.0,38.0,54.0,1,2052.0,0.00712,0.00578,0.01232,0.7037,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001910.663404_rgb.jpg,6576,4384,3494.0,245.0,77.0,48.0,1,3696.0,0.01282,0.01171,0.01095,1.6042,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001911.413250_rgb.jpg,6576,4384,3389.0,2921.0,73.0,48.0,1,3504.0,0.01215,0.0111,0.01095,1.5208,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001911.413250_rgb.jpg,6576,4384,3407.0,2869.0,40.0,47.0,1,1880.0,0.00652,0.00608,0.01072,0.8511,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001911.413250_rgb.jpg,6576,4384,6485.0,1460.0,55.0,72.0,1,3960.0,0.01374,0.00836,0.01642,0.7639,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001911.413250_rgb.jpg,6576,4384,6473.0,1473.0,35.0,29.0,1,1015.0,0.00352,0.00532,0.00661,1.2069,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001912.163254_rgb.jpg,6576,4384,6407.0,4231.0,56.0,69.0,1,3864.0,0.0134,0.00852,0.01574,0.8116,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001912.163254_rgb.jpg,6576,4384,6398.0,4239.0,35.0,29.0,1,1015.0,0.00352,0.00532,0.00661,1.2069,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001914.413342_rgb.jpg,6576,4384,2160.0,2640.0,73.0,67.0,1,4891.0,0.01697,0.0111,0.01528,1.0896,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001914.413342_rgb.jpg,6576,4384,2572.0,1316.0,42.0,44.0,1,1848.0,0.00641,0.00639,0.01004,0.9545,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001914.413342_rgb.jpg,6576,4384,2631.0,1287.0,58.0,36.0,1,2088.0,0.00724,0.00882,0.00821,1.6111,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001914.413342_rgb.jpg,6576,4384,2604.0,1264.0,46.0,80.0,1,3680.0,0.01276,0.007,0.01825,0.575,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001915.163247_rgb.jpg,6576,4384,2574.0,4067.0,39.0,49.0,1,1911.0,0.00663,0.00593,0.01118,0.7959,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001915.163247_rgb.jpg,6576,4384,2608.0,4013.0,42.0,78.0,1,3276.0,0.01136,0.00639,0.01779,0.5385,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001915.163247_rgb.jpg,6576,4384,2643.0,4041.0,49.0,24.0,1,1176.0,0.00408,0.00745,0.00547,2.0417,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001916.663413_rgb.jpg,6576,4384,6110.0,1685.0,58.0,72.0,1,4176.0,0.01449,0.00882,0.01642,0.8056,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001920.413311_rgb.jpg,6576,4384,3016.0,1651.0,39.0,45.0,1,1755.0,0.00609,0.00593,0.01026,0.8667,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001920.413311_rgb.jpg,6576,4384,3263.0,726.0,40.0,40.0,1,1600.0,0.00555,0.00608,0.00912,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_001921.163214_rgb.jpg,6576,4384,3079.0,3460.0,37.0,46.0,1,1702.0,0.0059,0.00563,0.01049,0.8043,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002013.663165_rgb.jpg,6576,4384,4861.0,1595.0,76.0,46.0,1,3496.0,0.01213,0.01156,0.01049,1.6522,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002016.662980_rgb.jpg,6576,4384,4592.0,0.0,121.0,28.0,1,3388.0,0.01175,0.0184,0.00639,4.3214,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002017.413068_rgb.jpg,6576,4384,2536.0,359.0,50.0,29.0,1,1450.0,0.00503,0.0076,0.00661,1.7241,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002017.413068_rgb.jpg,6576,4384,2728.0,145.0,53.0,35.0,1,1855.0,0.00643,0.00806,0.00798,1.5143,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002017.413068_rgb.jpg,6576,4384,2509.0,357.0,47.0,38.0,1,1786.0,0.0062,0.00715,0.00867,1.2368,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002017.413068_rgb.jpg,6576,4384,3930.0,2878.0,129.0,59.0,1,7611.0,0.0264,0.01962,0.01346,2.1864,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002017.413068_rgb.jpg,6576,4384,4407.0,2635.0,86.0,121.0,1,10406.0,0.0361,0.01308,0.0276,0.7107,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,5806.0,2794.0,36.0,30.0,1,1080.0,0.00375,0.00547,0.00684,1.2,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,1704.0,2829.0,48.0,31.0,1,1488.0,0.00516,0.0073,0.00707,1.5484,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,1494.0,3041.0,53.0,37.0,1,1961.0,0.0068,0.00806,0.00844,1.4324,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,1469.0,3035.0,36.0,51.0,1,1836.0,0.00637,0.00547,0.01163,0.7059,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,5877.0,2751.0,45.0,86.0,1,3870.0,0.01342,0.00684,0.01962,0.5233,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002018.162971_rgb.jpg,6576,4384,5805.0,2798.0,42.0,31.0,1,1302.0,0.00452,0.00639,0.00707,1.3548,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002020.412959_rgb.jpg,6576,4384,1265.0,990.0,48.0,42.0,1,2016.0,0.00699,0.0073,0.00958,1.1429,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002021.162961_rgb.jpg,6576,4384,3910.0,3222.0,26.0,42.0,1,1092.0,0.00379,0.00395,0.00958,0.619,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002021.912964_rgb.jpg,6576,4384,4792.0,2474.0,41.0,41.0,1,1681.0,0.00583,0.00623,0.00935,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002021.912964_rgb.jpg,6576,4384,4799.0,2440.0,61.0,37.0,1,2257.0,0.00783,0.00928,0.00844,1.6486,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002023.413112_rgb.jpg,6576,4384,5171.0,1607.0,81.0,37.0,1,2997.0,0.0104,0.01232,0.00844,2.1892,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002027.162952_rgb.jpg,6576,4384,195.0,2405.0,52.0,40.0,1,2080.0,0.00721,0.00791,0.00912,1.3,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002145.912669_rgb.jpg,6576,4384,5216.0,720.0,39.0,75.0,1,2925.0,0.01015,0.00593,0.01711,0.52,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002145.912669_rgb.jpg,6576,4384,5266.0,763.0,42.0,42.0,1,1764.0,0.00612,0.00639,0.00958,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002146.662596_rgb.jpg,6576,4384,5163.0,3503.0,39.0,73.0,1,2847.0,0.00988,0.00593,0.01665,0.5342,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002146.662596_rgb.jpg,6576,4384,5213.0,3548.0,42.0,42.0,1,1764.0,0.00612,0.00639,0.00958,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002153.412585_rgb.jpg,6576,4384,2004.0,990.0,42.0,37.0,1,1554.0,0.00539,0.00639,0.00844,1.1351,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.162749_rgb.jpg,6576,4384,3286.0,412.0,45.0,34.0,1,1530.0,0.00531,0.00684,0.00776,1.3235,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.162749_rgb.jpg,6576,4384,3125.0,424.0,37.0,59.0,1,2183.0,0.00757,0.00563,0.01346,0.6271,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.912573_rgb.jpg,6576,4384,865.0,1407.0,42.0,40.0,1,1680.0,0.00583,0.00639,0.00912,1.05,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.912573_rgb.jpg,6576,4384,3249.0,3174.0,51.0,38.0,1,1938.0,0.00672,0.00776,0.00867,1.3421,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.912573_rgb.jpg,6576,4384,5115.0,571.0,38.0,60.0,1,2280.0,0.00791,0.00578,0.01369,0.6333,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002154.912573_rgb.jpg,6576,4384,3094.0,3188.0,33.0,64.0,1,2112.0,0.00733,0.00502,0.0146,0.5156,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002155.662560_rgb.jpg,6576,4384,5007.0,3354.0,42.0,64.0,1,2688.0,0.00932,0.00639,0.0146,0.6562,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002155.662560_rgb.jpg,6576,4384,5875.0,154.0,45.0,81.0,1,3645.0,0.01264,0.00684,0.01848,0.5556,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002156.412563_rgb.jpg,6576,4384,5722.0,2908.0,40.0,76.0,1,3040.0,0.01054,0.00608,0.01734,0.5263,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6576,4384,6504.0,573.0,73.0,43.0,1,3139.0,0.01089,0.0111,0.00981,1.6977,0,1
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.162546_rgb.jpg,6576,4384,6487.0,2787.0,74.0,40.0,1,2960.0,0.01027,0.01125,0.00912,1.85,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.912687_rgb.jpg,6576,4384,958.0,1041.0,44.0,68.0,1,2992.0,0.01038,0.00669,0.01551,0.6471,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.912687_rgb.jpg,6576,4384,6437.0,3333.0,80.0,47.0,1,3760.0,0.01304,0.01217,0.01072,1.7021,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002157.912687_rgb.jpg,6576,4384,913.0,1021.0,40.0,40.0,1,1600.0,0.00555,0.00608,0.00912,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,6576,4384,810.0,3819.0,47.0,66.0,1,3102.0,0.01076,0.00715,0.01505,0.7121,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002158.662550_rgb.jpg,6576,4384,765.0,3796.0,40.0,40.0,1,1600.0,0.00555,0.00608,0.00912,1.0,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002211.412494_rgb.jpg,6576,4384,1121.0,588.0,39.0,72.0,1,2808.0,0.00974,0.00593,0.01642,0.5417,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002211.412494_rgb.jpg,6576,4384,5527.0,1902.0,76.0,53.0,1,4028.0,0.01397,0.01156,0.01209,1.434,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002212.162496_rgb.jpg,6576,4384,858.0,3365.0,46.0,72.0,1,3312.0,0.01149,0.007,0.01642,0.6389,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002215.162490_rgb.jpg,6576,4384,596.0,891.0,42.0,38.0,1,1596.0,0.00554,0.00639,0.00867,1.1053,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002215.912494_rgb.jpg,6576,4384,392.0,3701.0,51.0,47.0,1,2397.0,0.00831,0.00776,0.01072,1.0851,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002223.412551_rgb.jpg,6576,4384,800.0,2024.0,44.0,43.0,1,1892.0,0.00656,0.00669,0.00981,1.0233,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002224.162435_rgb.jpg,6576,4384,2387.0,1827.0,52.0,44.0,1,2288.0,0.00794,0.00791,0.01004,1.1818,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.162444_rgb.jpg,6576,4384,4934.0,702.0,110.0,93.0,1,10230.0,0.03548,0.01673,0.02121,1.1828,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.162444_rgb.jpg,6576,4384,5519.0,1437.0,73.0,109.0,1,7957.0,0.0276,0.0111,0.02486,0.6697,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.162444_rgb.jpg,6576,4384,6021.0,1267.0,140.0,54.0,1,7560.0,0.02622,0.02129,0.01232,2.5926,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.162444_rgb.jpg,6576,4384,6486.0,1211.0,89.0,96.0,1,8544.0,0.02964,0.01353,0.0219,0.9271,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.162444_rgb.jpg,6576,4384,5028.0,839.0,133.0,55.0,1,7315.0,0.02537,0.02023,0.01255,2.4182,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,6576,4384,4846.0,3579.0,93.0,89.0,1,8277.0,0.02871,0.01414,0.0203,1.0449,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,6576,4384,5949.0,4160.0,132.0,65.0,1,8580.0,0.02976,0.02007,0.01483,2.0308,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,6576,4384,6411.0,4107.0,99.0,100.0,1,9900.0,0.03434,0.01505,0.02281,0.99,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002230.912408_rgb.jpg,6576,4384,4927.0,3714.0,140.0,65.0,1,9100.0,0.03157,0.02129,0.01483,2.1538,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002241.412558_rgb.jpg,6576,4384,1331.0,96.0,38.0,60.0,1,2280.0,0.00791,0.00578,0.01369,0.6333,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002241.412558_rgb.jpg,6576,4384,6520.0,1412.0,53.0,72.0,1,3816.0,0.01324,0.00806,0.01642,0.7361,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002241.412558_rgb.jpg,6576,4384,6521.0,1536.0,54.0,38.0,1,2052.0,0.00712,0.00821,0.00867,1.4211,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002242.162362_rgb.jpg,6576,4384,1232.0,2975.0,38.0,55.0,1,2090.0,0.00725,0.00578,0.01255,0.6909,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.162499_rgb.jpg,6576,4384,3996.0,114.0,50.0,63.0,1,3150.0,0.01093,0.0076,0.01437,0.7937,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.162499_rgb.jpg,6576,4384,4066.0,0.0,50.0,22.0,1,1100.0,0.00382,0.0076,0.00502,2.2727,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,6576,4384,3647.0,2674.0,49.0,67.0,1,3283.0,0.01139,0.00745,0.01528,0.7313,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,6576,4384,3635.0,2819.0,94.0,49.0,1,4606.0,0.01598,0.01429,0.01118,1.9184,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,6576,4384,3796.0,2870.0,68.0,47.0,1,3196.0,0.01109,0.01034,0.01072,1.4468,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,6576,4384,3817.0,2765.0,40.0,59.0,1,2360.0,0.00819,0.00608,0.01346,0.678,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002245.912359_rgb.jpg,6576,4384,3728.0,3008.0,56.0,69.0,1,3864.0,0.0134,0.00852,0.01574,0.8116,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002247.412349_rgb.jpg,6576,4384,357.0,2405.0,50.0,67.0,1,3350.0,0.01162,0.0076,0.01528,0.7463,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002247.412349_rgb.jpg,6576,4384,374.0,2373.0,26.0,40.0,1,1040.0,0.00361,0.00395,0.00912,0.65,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002248.162351_rgb.jpg,6576,4384,878.0,548.0,30.0,52.0,1,1560.0,0.00541,0.00456,0.01186,0.5769,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002248.912398_rgb.jpg,6576,4384,730.0,3431.0,34.0,52.0,1,1768.0,0.00613,0.00517,0.01186,0.6538,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002256.412310_rgb.jpg,6576,4384,1031.0,1798.0,59.0,43.0,1,2537.0,0.0088,0.00897,0.00981,1.3721,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002256.412310_rgb.jpg,6576,4384,1222.0,1811.0,63.0,34.0,1,2142.0,0.00743,0.00958,0.00776,1.8529,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002258.662325_rgb.jpg,6576,4384,4150.0,1838.0,57.0,43.0,1,2451.0,0.0085,0.00867,0.00981,1.3256,0,0
noaa_arctic_seals_full_rgb,aerien,<absent>Images/fl04/CENT/test_kotz_2019_fl04_C_20190510_002302.412278_rgb.jpg,6576,4384,1631.0,2149.0,67.0,42.0,1,2814.0,0.00976,0.01019,0.00958,1.5952,0,0
